n, conf, , term, E_n (a.u.), DEL (cm^-1), S, L, , gf, conf%, conf2, , conf2% 
1,5s2,1S0,0.61713606,0,0,0,0,-----,92.5%

2,5s.4d,3D1,0.53416262,18210.6,1,2,1,0.5,94.5%

3,5s.4d,3D2,0.53387183,18274.4,1,2,2,1.166,94.5%

4,5s.4d,3D3,0.53339108,18379.9,1,2,3,1.333,94.4%

5,5s.4d,1D2,0.52440423,20352.3,0,2,2,1,81.9%

6,5s.6s,3S1,0.48398302,29223.7,1,0,1,2,87.0%

7,5s.6s,1S0,0.47691138,30775.8,0,0,0,-----,73.4%

0.57,5s.12s,3S1,0.41563732,44223.9,1,0,1,2,64.9%,5s.13s,19.1%

0.58,5s.12s,1S0,0.41540863,44274.1,0,0,0,-----,51.8%,5s.13s,26.5%

0.59,5s.10g,3G3,0.41490902,44383.7,1,4,3,0.75,42.7%,5s.11g,34.1%

0.6,5s.10g,1G4,0.41490877,44383.8,0.13,4,4,1.004,42.7%,5s.11g,34.1%

0.61,5s.10g,3G5,0.41490798,44383.9,1,4,5,1.2,42.6%,5s.11g,34.2%

0.62,5s.10g,3G4,0.41490727,44384.1,0.95,4,4,1.046,42.6%,5s.11g,34.2%

0.63,5s.12d,1D2,0.41469188,44431.4,0.01,2,2,1.002,66.8%,5s.10d,11.6%

0.64,5s.12d,3D1,0.4145177,44469.6,1,2,1,0.501,67.8%,5s.13d,12.4%

0.65,5s.12d,3D2,0.41450381,44472.6,1,2,2,1.166,67.9%,5s.13d,12.8%

0.66,5s.12d,3D3,0.41448649,44476.4,1,2,3,1.333,67.9%,5s.13d,13.3%

0.67,4d2,3P0,0.41389775,44605.7,1,1,0,-----,49.2%,5p2,32.7%

0.68,5s.13s,3S1,0.41367774,44653.9,1,0.03,1,1.993,63.5%,5s.14s,19.9%

0.69,5s.13s,1S0,0.41356929,44677.7,0,0,0,-----,55.0%,5s.14s,24.8%

0.7,4d2,3P1,0.41355136,44681.7,1,0.99,1,1.505,48.0%,5p2,33.0%

0.71,5s.12g,3G3,0.41325185,44747.4,1,4,3,0.75,51.2%,5s.11g,17.2%

0.72,5s.12g,1G4,0.41325167,44747.5,0.13,4,4,1.004,51.2%,5s.11g,17.2%

0.73,5s.12g,3G5,0.41325108,44747.6,1,4,5,1.2,51.2%,5s.11g,17.1%

0.74,5s.12g,3G4,0.41325056,44747.7,0.95,4,4,1.046,51.2%,5s.11g,17.1%

0.75,5s.13d,1D2,0.41313097,44773.9,0.22,1.89,2,1.065,59.7%,4d2,6.9%

0.76,5s.13d,3D1,0.41294462,44814.8,1,2,1,0.501,67.7%,5s.14d,13.3%

0.77,5s.13d,3D2,0.41294269,44815.3,0.99,1.87,2,1.217,57.2%,5s.14d,11.3%

0.78,5s.13d,3D3,0.41290976,44822.5,1,2,3,1.333,67.4%,5s.14d,14.7%

0.79,4d2,3P2,0.41286957,44831.3,0.91,1.37,2,1.374,32.8%,5p2,24.2%

0.8,5s.14s,3S1,0.41204021,45013.3,1,0,1,2,70.1%

0.81,5s.14s,1S0,0.41197724,45027.2,0,0,0,-----,64.9%,5s.13s,15.1%

